"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"24940","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"24941","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"24943","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"24945","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"24947","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"24948","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"24950","Krapina","Krapina Layer 1-9 human remains 574","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"24951","Krapina","Krapina Layer 3 human remains 575","Complex II Unit c3","-","-","-"
"24952","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"24954","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"24955","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c2","-","-","-"
"24956","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c3","-","-","-"
"24957","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c4","-","-","-"
"24958","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"24960","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"24962","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"24964","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"24966","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"24967","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"24969","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"24971","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"24973","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"24975","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"24976","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"24978","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"24980","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"24982","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"24983","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"24985","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"24987","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"24989","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"24990","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"24992","Krapina","Krapina Layer 1-9 human remains 576","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"24993","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"24995","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"24996","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c2","-","-","-"
"24997","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c3","-","-","-"
"24998","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c4","-","-","-"
"24999","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25001","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25003","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25005","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25007","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25008","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25010","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25012","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25014","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25016","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25017","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25019","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25021","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25023","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25024","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25026","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25028","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25030","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25031","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25033","Krapina","Krapina Layer 1-9 human remains 577","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25034","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25036","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25037","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c2","-","-","-"
"25038","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c3","-","-","-"
"25039","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c4","-","-","-"
"25040","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25042","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25044","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25046","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25048","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25049","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25051","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25053","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25055","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25057","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25058","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25060","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25062","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25064","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25065","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25067","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25069","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25071","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25072","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25074","Krapina","Krapina Layer 1-9 human remains 578","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25075","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25077","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25078","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c2","-","-","-"
"25079","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c3","-","-","-"
"25080","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c4","-","-","-"
"25081","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25083","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25085","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25087","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25089","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25090","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25092","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25094","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25096","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25098","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25099","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25101","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25103","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25105","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25106","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25108","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25110","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25112","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25113","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25115","Krapina","Krapina Layer 1-9 human remains 579","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25116","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25118","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25119","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c2","-","-","-"
"25120","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c3","-","-","-"
"25121","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c4","-","-","-"
"25122","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25124","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25126","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25128","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25130","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25131","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25133","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25135","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25137","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25139","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25140","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25142","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25144","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25146","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25147","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25149","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25151","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25153","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25154","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25156","Krapina","Krapina Layer 1-9 human remains 580","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25157","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25159","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25160","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c2","-","-","-"
"25161","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c3","-","-","-"
"25162","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c4","-","-","-"
"25163","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25165","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25167","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25169","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25171","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25172","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25174","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25176","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25178","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25180","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25181","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25183","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25185","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25187","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25188","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25190","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25192","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25194","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25195","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25197","Krapina","Krapina Layer 1-9 human remains 581","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25198","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25200","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25201","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c2","-","-","-"
"25202","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c3","-","-","-"
"25203","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c4","-","-","-"
"25204","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25206","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25208","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25210","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25212","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25213","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25215","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25217","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25219","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25221","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25222","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25224","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25226","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25228","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25229","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25231","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25233","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25235","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25236","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25238","Krapina","Krapina Layer 1-9 human remains 582","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25239","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25241","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25242","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c2","-","-","-"
"25243","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c3","-","-","-"
"25244","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c4","-","-","-"
"25245","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25247","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25249","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25251","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25253","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25254","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25256","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25258","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25260","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25262","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25263","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25265","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25267","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25269","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25270","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25272","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25274","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25276","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25277","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25279","Krapina","Krapina Layer 1-9 human remains 583","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25280","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25282","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25283","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c2","-","-","-"
"25284","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c3","-","-","-"
"25285","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c4","-","-","-"
"25286","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25288","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25290","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25292","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25294","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25295","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25297","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25299","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
"25301","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c6","223000","4000","U series (uranium-thorium) dating"
"25303","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c6","415000","55000","U series (uranium-thorium) dating"
"25304","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c7","99000","5000","ESR (electron spin resonance) dating"
"25306","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c7","132000","5000","ESR (electron spin resonance) dating"
"25308","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c7","69700","500","U series (uranium-thorium) dating"
"25310","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c7","89800","1400","U series (uranium-thorium) dating"
"25311","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c8","99000","5000","ESR (electron spin resonance) dating"
"25313","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c8","132000","5000","ESR (electron spin resonance) dating"
"25315","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c8","69700","500","U series (uranium-thorium) dating"
"25317","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c8","89800","1400","U series (uranium-thorium) dating"
"25318","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c9","87000","7000","ESR (electron spin resonance) dating"
"25320","Krapina","Krapina Layer 1-9 human remains 584","Complex II Unit c9","113000","10000","ESR (electron spin resonance) dating"
"25321","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c1","133000","15000","ESR (electron spin resonance) dating"
"25323","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c1","180000","15000","ESR (electron spin resonance) dating"
"25324","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c2","-","-","-"
"25325","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c3","-","-","-"
"25326","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c4","-","-","-"
"25327","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c5","130000","3000","ESR (electron spin resonance) dating"
"25329","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c5","167000","10000","ESR (electron spin resonance) dating"
"25331","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c5","131000","1000","U series (uranium-thorium) dating"
"25333","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c5","223000","4000","U series (uranium-thorium) dating"
"25335","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c5","415000","55000","U series (uranium-thorium) dating"
"25336","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c6","130000","3000","ESR (electron spin resonance) dating"
"25338","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c6","167000","10000","ESR (electron spin resonance) dating"
"25340","Krapina","Krapina Layer 1-9 human remains 585","Complex II Unit c6","131000","1000","U series (uranium-thorium) dating"
