Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 4 fauna,Layer 4,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 5 fauna,Layer 5,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 5-7 fauna,Layer 5,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 5-7 fauna,Layer 6,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 5-7 fauna,Layer 7,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan Layer 7,Layer 7,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan Layer 5,Layer 5,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan Layer 4,Layer 4,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 1,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 2,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 3,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 4,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 5,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 7,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan,Layer 8,-,-,-,-,-,-,-,-,-
,Miaohoushan,Miaohoushan Dongdong Layer 3,Dongdong Layer 3,-,-,28040,680,680,14C (radiocarbon) dating,-,-1,-
,Miaohoushan,Miaohoushan Dongdong Layer 2,Dongdong Layer 2,-,-,-,-,-,-,-,-,-
,Mikhailovka Quarry,"Mikhailovka-5, Micromammals",Layer 2,-,-,-,-,-,-,-,-,-
,Milovice IV,Layer 3 Macromammal Fauna,Milovice IV layer 3 cultural layer,GrA,GrA-44407,24250,110,110,14C (radiocarbon) dating,charcoal,2011,"after Svoboda et al. 2011, tab. I. sample form the middle sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-44408,25710,130,130,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the lower sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-45618,25940,160,160,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the upper sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-48931,26470,120,120,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the middle sublayer of the archaeological horizon"
,Milovice IV,Layer 3 Micromammal Fauna,Milovice IV layer 3 cultural layer,GrA,GrA-44407,24250,110,110,14C (radiocarbon) dating,charcoal,2011,"after Svoboda et al. 2011, tab. I. sample form the middle sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-44408,25710,130,130,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the lower sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-45618,25940,160,160,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the upper sublayer of the archaeological horizon"
,,,,,,,,,,,,
,,,,GrA,GrA-48931,26470,120,120,14C (radiocarbon) dating,charcoal,,"after Svoboda et al. 2011, tab. I. sample form the middle sublayer of the archaeological horizon"
,Mira,Mira Cultural Layer I Macromammal Fauna,Layer 24,CURL,CURL-15789,23050,180,180,14C (radiocarbon) dating,charcoal,2013,-
,,,,,,,,,,,,
,,,,CURL,CURL-15795,27400,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15800,27540,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15808,13815,50,50,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15810,26290,220,220,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20019,26590,490,490,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20020,27830,580,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10283,26610,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10284,27080,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10346,27160,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8152,27600,370,370,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8153a,27200,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8154,27300,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8155,26800,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8158,27050,350,350,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8381,28450,1100,1100,14C (radiocarbon) dating,-,,-
,Mira,Mira Cultural Layer I Micromammal Fauna,Layer 24,CURL,CURL-15789,23050,180,180,14C (radiocarbon) dating,charcoal,2013,-
,,,,,,,,,,,,
,,,,CURL,CURL-15795,27400,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15800,27540,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15808,13815,50,50,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15810,26290,220,220,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20019,26590,490,490,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20020,27830,580,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10283,26610,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10284,27080,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10346,27160,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8152,27600,370,370,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8153a,27200,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8154,27300,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8155,26800,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8158,27050,350,350,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8381,28450,1100,1100,14C (radiocarbon) dating,-,,-
,Mira,Mira Cultural Layer II/1 Macromammal Fauna,Layer 24,CURL,CURL-15789,23050,180,180,14C (radiocarbon) dating,charcoal,2013,-
,,,,,,,,,,,,
,,,,CURL,CURL-15795,27400,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15800,27540,260,260,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15808,13815,50,50,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,CURL,CURL-15810,26290,220,220,14C (radiocarbon) dating,charcoal,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20019,26590,490,490,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,GrA,GrA-20020,27830,580,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10283,26610,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10284,27080,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-10346,27160,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8152,27600,370,370,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8153a,27200,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8154,27300,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8155,26800,390,390,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8158,27050,350,350,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8381,28450,1100,1100,14C (radiocarbon) dating,-,,-
,Mira,Mira Cultural Layer II/2 Micromammal Fauna,Layer 26,GrA,GrA-20033,27750,590,590,14C (radiocarbon) dating,-,2013,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8156,27200,360,360,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8201,27510,400,400,14C (radiocarbon) dating,-,,-
,Mira,Mira Cultural Layer II/2 Macromammal Fauna,Layer 26,GrA,GrA-20033,27750,590,590,14C (radiocarbon) dating,-,2013,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8156,27200,360,360,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,Ki (KIEV),Ki-8201,27510,400,400,14C (radiocarbon) dating,-,,-
,Mladec Caves,Mladec Caves Macromammal Fauna,Layer 1,-,-,-,-,-,-,-,-,-
,Mladec Caves,Mladec Caves Macromammal Fauna,Layer 2,-,-,-,-,-,-,-,-,-
,Mladec Caves,Mladec Caves Macromammal Fauna,Layer 3,-,-,-,-,-,-,-,-,-
,Mochi,Mochi Unit I Fauna,Unit I,OxA,OxA-19289,32330,150,150,14C (radiocarbon) dating,shell,2012,cal 36780-35580 BP
,,,,,,,,,,,,
,,,,OxA,OxA-19730,34930,200,200,14C (radiocarbon) dating,shell,,cal 40250-38780 BP
,,,,,,,,,,,,
,,,,OxA,OxA-20000,36320,270,270,14C (radiocarbon) dating,shell,,cal 41630-40410 BP
,Moh Khiew,"Moh Kiew, Level 1, Fauna",cultural level 1,-,-,-,-,-,-,-,-,-
,Moh Khiew,"Moh Khiew, Level 1, micromammals",cultural level 1,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 36,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 37,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 38-42,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 43,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 44,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 45,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 36-46 Fauna,Layer 46,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 47-49 Fauna,Layer 47,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 47-49 Fauna,Layer 48,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 47-49 Fauna,Layer 49,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 50,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 51,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 52-55,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 56,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 57-60,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 61,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 62-63,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 64,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 65-66,-,-,-,-,-,-,-,-,-
,Molare,Molare Level 50-67 Fauna,Layer 67-71,-,-,-,-,-,-,-,-,-
,Molare,Molare 1,Layer 51,-,-,-,-,-,-,-,-,-
,Mollet III,Layer B Macromammal Fauna,Layer B,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer IV fauna,Layer IV,OxA,OxA-28093,47000,1000000,0,14C (radiocarbon) dating,bone,2016,"Minimum age, predates 50000"
,,,,,,,,,,,,
,,,,OxA,OxA-28094,48500,1000000,0,14C (radiocarbon) dating,bone,,"Minimum age, predates 50000"
,,,,,,,,,,,,
,,,,OxA,OxA-28095,48000,1000000,0,14C (radiocarbon) dating,bone,,"Minimum age, predates 50000, same bone as OxA-28094"
,,,,,,,,,,,,
,,,,OxA,OxA-28096,49400,1000000,0,14C (radiocarbon) dating,bone,,"Minimum age, predates 50000"
,,,,,,,,,,,,
,,,,RSES,RSES-3043,6300,100,100,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3043,52000,200,200,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable
,,,,,,,,,,,,
,,,,RSES,RSES-3044,6200,200,200,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3044,62000,300,300,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable
,,,,,,,,,,,,
,,,,RSES,RSES-3045,9100,100,100,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3045,69000,400,400,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable
,Moula Guercy,Moula-Guercy layer V-VII fauna,Layer V,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer V-VII fauna,Layer VI,-,-,72000,12000,12000,TL (thermoluminescence) dating,-,-1,-
,Moula Guercy,Moula-Guercy layer V-VII fauna,Layer VII,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer VIII fauna,Layer VIII,RSES,RSES-3046,4400,100,100,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3046,14700,100,100,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3046,45000,300,300,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young and it is not taken into account for age interpretation
,,,,,,,,,,,,
,,,,RSES,RSES-3047,11200,200,200,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3047,66000,400,400,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,Moula Guercy,Moula-Guercy layer IX fauna,Layer IX,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer X fauna,Layer X,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XI fauna,Layer XI,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XII fauna,Layer XII,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XIII fauna,Layer XIII,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XIV fauna,Layer XIV,RSES,RSES-3034,68800,1300,1300,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,50800,1500,1500,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,97000,700,700,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,34000,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,70000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,13700,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,35000,200,200,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,Moula Guercy,Moula-Guercy layer XV fauna,Layer XV,RSES,RSES-3038,8800,400,400,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3038,36000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,,,,,,,,,,,,
,,,,RSES,RSES-3039,33300,600,600,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3039,108000,15000,11000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,US/ESR age
,,,,,,,,,,,,
,,,,RSES,RSES-3039,119000,13000,13000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,CSUS/ESR age
,,,,,,,,,,,,
,,,,RSES,RSES-3040,103700,1400,1400,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3041,12200,200,200,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3041,118000,16000,12000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3042,63700,1100,1100,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3042,96000,13000,9000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,Moula Guercy,Moula-Guercy layer XVI fauna,Layer XVI,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XVII fauna,Layer XVII,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XVIII fauna,Layer XVIII,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XIX fauna,Layer XIX,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XIV human remains 01,Layer XIV,RSES,RSES-3034,68800,1300,1300,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,50800,1500,1500,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,97000,700,700,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,34000,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,70000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,13700,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,35000,200,200,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,Moula Guercy,Moula-Guercy layer XIV human remains 02,Layer XIV,RSES,RSES-3034,68800,1300,1300,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,50800,1500,1500,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,97000,700,700,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,34000,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,70000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,13700,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,35000,200,200,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,Moula Guercy,Moula-Guercy human remains 01,Layer XIV,RSES,RSES-3034,68800,1300,1300,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,50800,1500,1500,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3035,97000,700,700,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,34000,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3036,70000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,13700,900,900,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3037,35000,200,200,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,Moula Guercy,Moula-Guercy human remains 01,Layer XV,RSES,RSES-3038,8800,400,400,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3038,36000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,,,,,,,,,,,,
,,,,RSES,RSES-3039,33300,600,600,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3039,108000,15000,11000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,US/ESR age
,,,,,,,,,,,,
,,,,RSES,RSES-3039,119000,13000,13000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,CSUS/ESR age
,,,,,,,,,,,,
,,,,RSES,RSES-3040,103700,1400,1400,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3041,12200,200,200,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3041,118000,16000,12000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,,,,,,,,,,,,
,,,,RSES,RSES-3042,63700,1100,1100,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3042,96000,13000,9000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,Only US/ESR age entered because CSUS/ESR Age results are indistinguishable.
,Moula Guercy,Moula-Guercy human remains 01,Layer XVI,-,-,-,-,-,-,-,-,-
,Moula Guercy,Moula-Guercy layer XV human remains 02,Layer XV,RSES,RSES-3038,8800,400,400,U series (uranium-thorium) dating,tooth,2016,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3038,36000,500,500,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,"Only US/ESR age entered because CSUS/ESR Age results are indistinguishable. But these age is too young, and it is not taken into account for age interpretation"
,,,,,,,,,,,,
,,,,RSES,RSES-3039,33300,600,600,U series (uranium-thorium) dating,tooth,,U-series results significant younger than expected ages from biostratigraphy. Not taken into account for age modelling.
,,,,,,,,,,,,
,,,,RSES,RSES-3039,108000,15000,11000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating",tooth,,US/ESR age
