Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Lusakert-1 Cave,"LU 5, micromammals",Unit 5,-,-,-,-,-,-,-,-,-
,Lusakert-1 Cave,"LU 4, micromammals",Unit 4,-,-,-,-,-,-,-,-,-
,Lusakert-1 Cave,"LU 3, micromammals",Unit 3,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-ii:01, Fauna",Unit B-ii:01,OxLum,OxL-1496,57400,4200,4200,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,Lynford Quarry,"Lynford, B-ii:02, Fauna",Unit B-ii:02,OxLum,OxL-1493,65000,6900,6900,OSL (optically stimulated thermoluminescence) dating,sediment,2012,"There is a ""?"" in front of the unit designation in the published table 7 in Marshall et al. 2020. This could mean that the unit designation is not entirely sure."
,,,,,,,,,,,,
,,,,OxLum,OxL-1494,69900,6100,6100,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1495,59500,4900,4900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-ii:03, Fauna",Unit B-ii:03,OxA,OxL-11571,53700,3100,3100,14C (radiocarbon) dating,tooth,2012,"Mammoth tooth, anterior fragment of molar"
,,,,,,,,,,,,
,,,,OxA,OxL-11572,49700,1000000,0,14C (radiocarbon) dating,bone,,"Mammoth bone, part of mandible"
,,,,,,,,,,,,
,,,,OxLum,OxL-1338,58300,5600,5600,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1490,64800,5500,5500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-i:03, Fauna",Unit B-i:03,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-ii:04, Fauna",Unit B-ii:04,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-ii:05, Fauna",Unit B-ii:05,OxLum,OxL-1340,60700,4300,4300,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1491,55900,3900,3900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1492,53400,3300,3300,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-iii, Fauna",Unit B-iii,OxLum,OxL-1339,48000,3200,3200,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,Lynford Quarry,"Lynford, C, Fauna",Association C,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-C, micromammals",Association C,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-ii:01,OxLum,OxL-1496,57400,4200,4200,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-ii:02,OxLum,OxL-1493,65000,6900,6900,OSL (optically stimulated thermoluminescence) dating,sediment,2012,"There is a ""?"" in front of the unit designation in the published table 7 in Marshall et al. 2020. This could mean that the unit designation is not entirely sure."
,,,,,,,,,,,,
,,,,OxLum,OxL-1494,69900,6100,6100,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1495,59500,4900,4900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-ii:03,OxA,OxL-11571,53700,3100,3100,14C (radiocarbon) dating,tooth,2012,"Mammoth tooth, anterior fragment of molar"
,,,,,,,,,,,,
,,,,OxA,OxL-11572,49700,1000000,0,14C (radiocarbon) dating,bone,,"Mammoth bone, part of mandible"
,,,,,,,,,,,,
,,,,OxLum,OxL-1338,58300,5600,5600,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1490,64800,5500,5500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-ii:04,-,-,-,-,-,-,-,-,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-ii:05,OxLum,OxL-1340,60700,4300,4300,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1491,55900,3900,3900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,OxLum,OxL-1492,53400,3300,3300,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Lynford Quarry,"Lynford, B-C, micromammals",Unit B-iii,OxLum,OxL-1339,48000,3200,3200,OSL (optically stimulated thermoluminescence) dating,sediment,2012,-
,Ma UOi,Ma U Oi roof fauna room A1,fossiliferous breccia room A1,-,MU1,193000,17000,17000,U series (uranium-thorium) dating,-,0,-
,Ma UOi,Ma U Oi in situ fauna room B1,fossiliferous breccia room B1,-,-,-,-,-,-,-,-,-
,Ma UOi,Ma U Oi mixed fauna room A2 + A3,fossiliferous breccia room A2 + A3,-,-,-,-,-,-,-,-,-
,Maba,Maba second level fauna (1995),Maba second level,-,-,-,-,-,-,-,-,-
,Maba,Maba second level fauna (2011),Maba second level,-,-,-,-,-,-,-,-,-
,Madonna dell Arma,"Madonna dell Arma, couche I, Fauna",Layer Q,-,-,73100,4400,4400,U series (uranium-thorium) dating,-,1999,-
,Madonna dell Arma,"Madonna dell Arma, couche II, Fauna",Layer S4,-,-,77300,3400,3400,U series (uranium-thorium) dating,-,1999,-
,Madonna dell Arma,"Madonna dell Arma, couche IV, Fauna",Layer IV2,-,-,88000,8800,8800,ESR (electron spin resonance) dating,-,1999,-
,Maludong,Mengzi Layer 1-2,Layer 1,-,-,-,-,-,-,-,-,-
,Maludong,Mengzi Layer 1-2,Layer 2,-,-,-,-,-,-,-,-,-
,Mamontovaya Kurya,Mamontovaya Kurya bones and artefacts horizon,Layer 5,ETH,ETH-21438,31380,380,380,14C (radiocarbon) dating,-,2001,material dated - terrestrial moss
,,,,,,,,,,,,
,,,,ETH,ETH-21439,30610,350,350,14C (radiocarbon) dating,-,,material dated - terrestrial moss
,,,,,,,,,,,,
,,,,LU,LU-3994,34920,1040,1040,14C (radiocarbon) dating,bone,,material dated - mammoth tusk
,,,,,,,,,,,,
,,,,LU,LU-4001,37360,970,970,14C (radiocarbon) dating,bone,,material dated - mammoth bone
,,,,,,,,,,,,
,,,,T,T-11403,36630,1310,1130,14C (radiocarbon) dating,bone,,material dated - mammoth tusk with marks
,,,,,,,,,,,,
,,,,T,T-11503,36770,2620,1980,14C (radiocarbon) dating,tooth,,material dated - horse tooth
,,,,,,,,,,,,
,,,,T,T-11504,34360,630,630,14C (radiocarbon) dating,bone,,material dated - mammoth bone
,Mamony II,Mamony II Layer 3 Macromammal Fauna,Layer 3,-,-,-,-,-,-,-,-,-
,Mamony II,Mamony II Layer 4 Macromammal Fauna,Layer 4,GIN,GIN-8480,31400,150,150,14C (radiocarbon) dating,bone,2018,-
,,,,,,,,,,,,
,,,,NSKA,NSKA-s418,33080,1138,1138,14C (radiocarbon) dating,bone,,-
,,,,,,,,,,,,
,,,,OxA,OxA-27848,40700,1300,1300,14C (radiocarbon) dating,bone,,-
,Mamutowa Cave,Layer 2 Macro-Mammal Fauna,Layer 2,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer 2 Micro-Mammal Fauna,Layer 2,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer I Macro-Mammal Fauna,Layer I,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer II Macro-Mammal Fauna,Layer II,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer II Micro-Mammal Fauna,Layer II,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer III Micro-Mammal Fauna,Layer III,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer III Macro-Mammal Fauna,Layer III,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer IV Micro-Mammal Fauna,Layer IV,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer IV Macro-Mammal Fauna,Layer IV,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer V Macro-Mammal Fauna,Layer V,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer V Micro-Mammal Fauna,Layer V,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VI Micro-Mammal Fauna,Layer VI,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VI Macro-Mammal Fauna,Layer VI,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VII Macro-Mammal Fauna,Layer VII,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VII Micro-Mammal Fauna,Layer VII,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VIII Micro-Mammal Fauna,Layer VIII,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer VIII Macro-Mammal Fauna,Layer VIII,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer IX Macro-Mammal Fauna,Layer IX-X,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer IX Micro-Mammal Fauna,Layer IX-X,-,-,-,-,-,-,-,-,-
,Mamutowa Cave,Layer X Macro-Mammal Fauna,Layer IX-X,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, Area C-Ahmairan, Fauna",Area C Unit 6,RTD,RTD-7086,38880,310,310,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7087,41790,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7116,48700,700,700,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7117,41610,540,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7118,40280,320,320,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7119,42310,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7128B,28560,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7129B,31270,190,190,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7130B,30860,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.1,37330,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.2,37120,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.1,32410,260,260,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.2,32900,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.1,28940,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.2,28850,100,100,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Area C-Ahmairan, Fauna",Area C Unit 7,RTD,RTD-7115,42210,390,390,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7127B,25080,110,110,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7196,41100,450,450,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Ahmarian, micromammals",Area C Unit 6,RTD,RTD-7086,38880,310,310,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7087,41790,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7116,48700,700,700,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7117,41610,540,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7118,40280,320,320,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7119,42310,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7128B,28560,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7129B,31270,190,190,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7130B,30860,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.1,37330,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.2,37120,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.1,32410,260,260,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.2,32900,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.1,28940,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.2,28850,100,100,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Ahmarian, micromammals",Area C Unit 7,RTD,RTD-7115,42210,390,390,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7127B,25080,110,110,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7196,41100,450,450,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Levantine Aurignacian, micromammals",Area C Unit 2,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, Levantine Aurignacian, micromammals",Area C Unit 3,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, Levantine Aurignacian, micromammals",Area C Unit 4,RTK,RTK-6303,31900,500,500,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTK,RTK-6304,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6305,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6306,30900,420,420,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6307,32700,530,530,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6308,30400,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6624,33300,500,500,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, post-Levantine Aurignacian, micromammals",Area E Unit 2,RTD,RTD-7088A,29230,200,200,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7088B,29060,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7089,29720,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7242,29460,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7243,29030,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7244,29090,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7246,32690,200,200,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7247,32270,190,190,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6847.1,29500,380,380,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Area C-Aurignacian, Fauna",Area C Unit 3,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, Area C-Aurignacian, Fauna",Area C Unit 4,RTK,RTK-6303,31900,500,500,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTK,RTK-6304,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6305,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6306,30900,420,420,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6307,32700,530,530,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6308,30400,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6624,33300,500,500,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, Area C-Aurignacian, Fauna",Area C Unit 5,RTD,RTD-7194.1,32340,190,190,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7194.2,32540,200,200,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7195.1,33130,210,210,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7195.2,32380,200,200,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7783A,36990,430,430,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7783B,31260,140,140,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7784.1,33740,290,290,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7784.2,32920,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7816,33210,160,160,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, human remains 02",Area C Unit 1,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, human remains 02",Area C Unit 2,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, human remains 02",Area C Unit 3,-,-,-,-,-,-,-,-,-
,Manot Cave,"Manot, human remains 02",Area C Unit 4,RTK,RTK-6303,31900,500,500,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTK,RTK-6304,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6305,32100,500,500,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6306,30900,420,420,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6307,32700,530,530,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6308,30400,400,400,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTK,RTK-6624,33300,500,500,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, human remains 02",Area C Unit 5,RTD,RTD-7194.1,32340,190,190,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7194.2,32540,200,200,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7195.1,33130,210,210,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7195.2,32380,200,200,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7783A,36990,430,430,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7783B,31260,140,140,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7784.1,33740,290,290,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7784.2,32920,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7816,33210,160,160,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, human remains 02",Area C Unit 6,RTD,RTD-7086,38880,310,310,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7087,41790,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7116,48700,700,700,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7117,41610,540,540,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7118,40280,320,320,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7119,42310,380,380,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7128B,28560,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7129B,31270,190,190,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7130B,30860,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.1,37330,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7197.2,37120,300,300,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.1,32410,260,260,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7785.2,32900,150,150,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.1,28940,180,180,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7786.2,28850,100,100,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, human remains 02",Area C Unit 7,RTD,RTD-7115,42210,390,390,14C (radiocarbon) dating,-,2017,-
,,,,,,,,,,,,
,,,,RTD,RTD-7127B,25080,110,110,14C (radiocarbon) dating,-,,-
,,,,,,,,,,,,
,,,,RTD,RTD-7196,41100,450,450,14C (radiocarbon) dating,-,,-
,Manot Cave,"Manot, human remains 02",Area C Unit 8,-,-,-,-,-,-,-,-,-
,Maomaodong,Maomaodong fauna layer 1-4,Layer 1 lower,-,-,-,-,-,-,-,-,-
,Maomaodong,Maomaodong fauna layer 1-4,Layer 2,-,-,-,-,-,-,-,-,-
,Maomaodong,Maomaodong fauna layer 1-4,Layer 3,-,-,14600,1200,1200,U series (uranium-thorium) dating,tooth,1986,"deer tooth, no lab information."
,Maomaodong,Maomaodong fauna layer 1-4,Layer 4,-,-,-,-,-,-,-,-,-
,Mar Tarik,"Mar Tarik, Fauna",US 4 lower,-,-,-,-,-,-,-,-,-
,Mar Tarik,"Mar Tarik, Fauna",US 4 upper,-,-,-,-,-,-,-,-,-
,Masterov Kliuch,Component I archaeological assemblage,Unit 2,AA,AA-23640,32510,1440,1440,14C (radiocarbon) dating,bone,2000,-
,,,,,,,,,,,,
,,,,AA,AA-23641,29860,1000,1000,14C (radiocarbon) dating,bone,,-
,,,,,,,,,,,,
,,,,AA,AA-23642,19415,260,260,14C (radiocarbon) dating,tooth,,-
,,,,,,,,,,,,
,,,,AA,AA-23643,18335,320,320,14C (radiocarbon) dating,unknown,,-
,,,,,,,,,,,,
,,,,AA,AA-8888,24360,270,270,14C (radiocarbon) dating,bone,,-
,Matuzka,Layer 1-2 Microfauna,Layer 1,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 1-2 Microfauna,Layer 2,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3A Microfauna,Layer 3A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3B Microfauna,Layer 3B,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3C Microfauna,Layer 3C,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4A Microfauna,Layer 4A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4B Microfauna,Layer 4B,LU,LU-3692,34200,1410,1410,14C (radiocarbon) dating,charcoal,-1,-
,Matuzka,Layer 4C Microfauna,Layer 4C,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4D Microfauna,Layer 4D,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.1 Microfauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.2 Microfauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.3 Microfauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5A Microfauna,Layer 5A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5B Microfauna,Layer 5B,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 6 Microfauna,Layer 6,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 7 Microfauna,Layer 7,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 1-2 Macrofauna,Layer 1,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 1-2 Macrofauna,Layer 2,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3A Macrofauna,Layer 3A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3B Macrofauna,Layer 3B,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 3C Macrofauna,Layer 3C,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4A Macrofauna,Layer 4A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4B Macrofauna,Layer 4B,LU,LU-3692,34200,1410,1410,14C (radiocarbon) dating,charcoal,-1,-
,Matuzka,Layer 4C Macrofauna,Layer 4C,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 4D Macrofauna,Layer 4D,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.1 Macrofauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.2 Macrofauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5.3 Macrofauna,Layer 5,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5A Macrofauna,Layer 5A,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 5B Macrofauna,Layer 5B,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 6 Macrofauna,Layer 6,-,-,-,-,-,-,-,-,-
,Matuzka,Layer 7 Macrofauna,Layer 7,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 02",Layer II,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 02",Layer III,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 02",Layer IV,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 03",Layer II,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 03",Layer III,-,-,-,-,-,-,-,-,-
,Merdivenli,"Merdivenli, human remains 03",Layer IV,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2 human remains,Layer 2,LE,LE-4735,32230,740,740,14C (radiocarbon) dating,bone,-1,published in Golovanova et al. 1999
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 3 human remains,Layer 3,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 1-2 fauna,Layer 1-2,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2 fauna,Layer 2,LE,LE-4735,32230,740,740,14C (radiocarbon) dating,bone,-1,published in Golovanova et al. 1999
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2A fauna,Layer 2A,Beta,Beta-53896,35760,400,400,14C (radiocarbon) dating,bone burnt,-1,"published in Golovanova et al. 1999, also listed as CAMS-2999"
,,,,,,,,,,,,
,,,,Beta,Beta-53897,36280,540,540,14C (radiocarbon) dating,bone burnt,,"published in Golovanova et al. 1999, also listed as ETH-9817"
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2B fauna,Layer 2B-1,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2B fauna,Layer 2B-2,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2B fauna,Layer 2B-3,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 2B fauna,Layer 2B-4,-,-,-,-,-,-,-,-,-
,Mezmaiskaya Cave,Mezmaiskaya Cave layer 3 fauna,Layer 3,-,-,-,-,-,-,-,-,-
