Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Human_remains_genus;Human_remains_species;Human_remains_age;Human_remains_sex
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 04;19;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 05;20;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;mature;M
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 06;21;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 07;22;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 08;23;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;F
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 09;24;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 09;24;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 10;25;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 10;25;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 10;25;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 10;25;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 10;25;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;infant;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shanidar;Iraq;Asia;Southwest Asia;cave;44.22;36.833;Shanidar, human remains 11;26;human remains;44500;54000;Shanidar layer D;Homo;neanderthalensis;adult;-
Shukbah;West Bank;Asia;Southwest Asia;cave;35.043;31.981;Shukbah, human remains 01;7;human remains;50000;70000;Layer D;Homo;neanderthalensis;-;-
Sipka;Czech Republic;Europe;Central Europe;cave;18.119;49.588;Sipka layer 9 human remains;1;human remains;59000;84000;layer 9;Homo;neanderthalensis;juvenile;M?
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 5;10;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 6;11;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 7;12;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 8;13;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 9;14;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 10;15;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 11;16;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 12;17;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 13;18;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 14;19;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 15;20;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 16;21;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 17;22;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 18;23;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 19;24;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 20;25;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 21;26;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 22;27;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 23;28;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 24;29;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 25;30;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 26;31;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 27;32;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 28;33;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 29;34;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 30;35;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 31;36;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 32;37;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 33;38;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 34;39;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 35;40;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 36;41;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 37;42;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 38;43;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;infant;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 39;44;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;juvenile;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 40;45;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;-;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 41;46;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 41;46;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 43;48;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;-
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 44;49;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 45;50;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 1;6;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M?
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 2;7;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M?
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 3;8;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M?
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Human Remains 4;9;human remains;37000;43500;3rd Ossiferous Horizon;Homo;neanderthalensis;adult;M?
Stajnia Cave;Poland;Europe;Central Europe;cave;19.484;50.616;Stajnia Cave MP assemblage;2;human remains, raw material, technology, typology;13560#13560#20790#36300#49000#49000#49000#49000;40820#40820#40820#46710#57000#57000#71000#87000;Stajnia Cave layer C6#Stajnia Cave layer C7#Stajnia Cave layer C18#Stajnia Cave layer D1#Stajnia Cave layer D2#Stajnia Cave layer D3#Stajnia Cave layer E1#Stajnia Cave layer E2;Homo;neanderthalensis;adult;-
Stajnia Cave;Poland;Europe;Central Europe;cave;19.484;50.616;Stajnia Cave MP assemblage;2;human remains, raw material, technology, typology;13560#13560#20790#36300#49000#49000#49000#49000;40820#40820#40820#46710#57000#57000#71000#87000;Stajnia Cave layer C6#Stajnia Cave layer C7#Stajnia Cave layer C18#Stajnia Cave layer D1#Stajnia Cave layer D2#Stajnia Cave layer D3#Stajnia Cave layer E1#Stajnia Cave layer E2;Homo;neanderthalensis;adult;-
Stajnia Cave;Poland;Europe;Central Europe;cave;19.484;50.616;Stajnia Cave MP assemblage;2;human remains, raw material, technology, typology;13560#13560#20790#36300#49000#49000#49000#49000;40820#40820#40820#46710#57000#57000#71000#87000;Stajnia Cave layer C6#Stajnia Cave layer C7#Stajnia Cave layer C18#Stajnia Cave layer D1#Stajnia Cave layer D2#Stajnia Cave layer D3#Stajnia Cave layer E1#Stajnia Cave layer E2;Homo;neanderthalensis;adult;-
Stajnia Cave;Poland;Europe;Central Europe;cave;19.484;50.616;Stajnia Cave MP assemblage;2;human remains, raw material, technology, typology;13560#13560#20790#36300#49000#49000#49000#49000;40820#40820#40820#46710#57000#57000#71000#87000;Stajnia Cave layer C6#Stajnia Cave layer C7#Stajnia Cave layer C18#Stajnia Cave layer D1#Stajnia Cave layer D2#Stajnia Cave layer D3#Stajnia Cave layer E1#Stajnia Cave layer E2;Homo;neanderthalensis;adult;-
