Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Main Cultural Layer Archaeological Assemblage;5;raw material, technology, typology;116000;130000;Lower Travertine;typology, technology;Middle Paleolithic;Mousterian - Eurasia;158
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Layer Beneath Steppennagerschicht Archaeological Assemblage;6;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;24
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Steppennagerschicht Hyena Foodyard Archaeological Assemblage;7;raw material, technology, typology;109000;115000;Steppennagerschicht;technology, typology;Middle Paleolithic;Mousterian - Eurasia;81
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Upper Travertine Archaeological Assemblages;8;raw material, technology, typology;93000;109000;Upper Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;18
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Biedermann Cave Archaeological Assemblage;9;organic tools, raw material, technology, typology;93000;109000;Upper Travertine;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;14
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 1 assemblage;12;raw material, technology, typology;40000;123000;Layer 1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;26
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 3 assemblage;13;raw material, technology, typology;40000;96000;Layer 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;920
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 4 assemblage;14;raw material, technology, typology;40000;87000;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;25
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 5 assemblage;15;raw material, technology, typology;40000;82000;Layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;105
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 6 assemblage;16;raw material, technology, typology;40000;82000;Layer 6;technology, typology;Middle Paleolithic;Mousterian - Eurasia;122
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 7 assemblage;17;raw material, technology, typology;40000;71000;Layer 7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;105
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 8 assemblage;18;raw material, technology, typology;40000;71000;Layer 8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 9 assemblage;19;raw material, technology, typology;40000;71000;Layer 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;22
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 10 assemblage;20;raw material, technology, typology;40000;71000;Layer 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;258
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 12 assemblage;22;raw material, technology, typology;40000;71000;Layer 12;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 13 assemblage;23;raw material, technology, typology;40000;71000;Layer 13;technology, typology;Middle Paleolithic;Mousterian - Eurasia;10
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 14 assemblage;24;raw material, technology, typology;40000;57000;Layer 14;technology, typology;Middle Paleolithic;Mousterian - Eurasia;523
Sveduv Stul;Czech Republic;Europe;Central Europe;cave;16.748;49.246;Sveduv Stul Mousterian 1 assemblage;12;feature, raw material, technology, typology;80000;127000;layer 2;technology, feature, typology;Middle Paleolithic;Mousterian - Eurasia;3
Sveduv Stul;Czech Republic;Europe;Central Europe;cave;16.748;49.246;Sveduv Stul Mousterian 2 assemblage;13;feature, raw material, technology, typology;71000;85000;layer 5;typology, feature, technology;Middle Paleolithic;Mousterian - Eurasia;33
Teshik-Tash;Uzbekistan;Asia;Central Asia;cave;67.047;38.289;Teshik-Tash Occupation layer I - V archaeological assemblage;3;human remains, organic tools, raw material, technology, typology;40000#40000#40000#40000#40000;100000#100000#100000#100000#100000;Occupation Layer I#Occupation Layer II#Occupation Layer III#Occupation Layer IV#Occupation Layer V;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Theopetra;Greece;Europe;Southern Europe;cave;21.679;39.681;Theopetra layer II1-II9 finds;1;raw material, technology, typology;60000#60000#60000#60000#128000;128000#128000#128000#128000#131000;Layer II6#Layer II7#Layer II8#Layer II9#Layer II5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2000
Theopetra;Greece;Europe;Southern Europe;cave;21.679;39.681;Theopetra_II6_Mousterian Features;2;feature;60000;128000;Layer II6;feature;Middle Paleolithic;Mousterian - Eurasia;-
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer E finds;1;technology, typology;45000;140000;Layer E;typology, technology;Middle Paleolithic;Mousterian - Eurasia;834
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer D finds;2;technology, typology;45000;140000;Layer D;typology, technology;Middle Paleolithic;Mousterian - Eurasia;9737
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer Ci finds;3;technology, typology;45000;140000;Layer Ci;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3061
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer Cs finds;4;technology, typology;45000;140000;Layer Cs;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1025
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer B Spinapolice finds;5;raw material, technology, typology;45000#45000;140000#140000;Layer Bi#Layer Bs;technology, typology;Middle Paleolithic;Mousterian - Eurasia;226
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer B finds;6;miscellaneous finds, organic tools, technology, typology;45000#45000;140000#140000;Layer Bi#Layer Bs;miscellaneous finds, organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;2800
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer A finds;7;technology, typology;45000;140000;Layer A;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2275
Torre dell Alto;Italy;Europe;Southern Europe;rock shelter;17.976;40.143;Torre dell Alto Layer A1 finds;8;technology, typology;45000;140000;Layer A1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;15
Trou de l Abime;Belgium;Europe;Western Europe;rock shelter;4.503;50.05;Trou de l Abime Layer II Archaeological Assemblage;2;miscellaneous finds, raw material, technology, typology;43530;50110;Layer II;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Trou de la Mère Clochette;France;Europe;Western Europe;cave;5.571;47.13;Mousterian industry;1;raw material, technology, typology;11700#71000;71000#116500;Unit B#Unit A;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3296
Tsona Cave;Georgia;Asia;Caucasus;cave;43.722;42.461;Tsona Cave Layer 5-5a Archaeological Assemblage;1;raw material, technology, typology;40000#40000;250000#250000;Layer 5#Layer 5a;typology, technology;Middle Paleolithic;Mousterian - Eurasia;76
Uluzzo C;Italy;Europe;Southern Europe;cave;17.96;40.158;Uluzzo C Unit G lithics;1;organic tools, raw material, technology, typology;109000;119000;Unit G;typology, organic tools, technology;Middle Paleolithic;Mousterian - Eurasia;1053
Uluzzo C;Italy;Europe;Southern Europe;cave;17.96;40.158;Uluzzo C Unit F finds;2;typology;109000;119000;Unit F;typology;Middle Paleolithic;Mousterian - Eurasia;9
Uluzzo C;Italy;Europe;Southern Europe;cave;17.96;40.158;Uluzzo C Unit E finds;3;technology, typology;109000;119000;Unit E;typology, technology;Middle Paleolithic;Mousterian - Eurasia;49
Velika pećina in Kličevica;Croatia;Europe;Southern Europe;cave;15.563;44.032;Mousterian Lithics;1;raw material, technology, typology;32130#32130;47700#47700;Layer 18/19#Layer 20;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Velika pećina;Croatia;Europe;Southern Europe;cave;16.032;46.285;stratum k archeology;3;technology, typology;40000;350000;stratum k;technology, typology;Middle Paleolithic;Mousterian - Eurasia;10
Vendimia;Spain;Europe;Southern Europe;open air;-6.47;39.447;Vendimia V3 Assemblage;1;raw material, technology, typology;40000;350000;Vendimia Layer V3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2164
Vergisson - Locus IV;France;Europe;Western Europe;cave;4.724;46.309;Vergisson - Locus IV layer 2 (lithics);2;raw material, technology, typology;29000#29000#29000;71000#71000#71000;Unit M#Unit N#Unit l;typology, technology;Middle Paleolithic;Mousterian - Eurasia;449
Veternica;Croatia;Europe;Southern Europe;cave;15.874;45.842;Veternica Layer h-j finds;1;raw material, technology, typology;80000#80000#118000;118000#118000#128000;Layer h#Layer i#Layer j;technology, typology;Middle Paleolithic;Mousterian - Eurasia;569
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Interface Unit G1/F Archaeological Assemblage;11;raw material, technology, typology;20700#20700#20700#20700#20700#27800;46500#49000#49000#49000#49000#49100;Unit Fd#Unit Fd/d#Unit Fd/s#Unit Fg#Unit Fs#Unit G1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;72
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Interface Unit G1/Fd/d Archaeological Assemblage;12;raw material, typology, technology, organic tools;20700#27800;49000#49100;Unit Fd/d#Unit G1;technology, organic tools, typology;Middle Paleolithic;Mousterian - Eurasia;5
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Unit G1 Archaeological Assemblage;13;raw material, typology, technology, organic tools, symbolic artifacts;27800;49100;Unit G1;symbolic artifacts, typology, technology, organic tools;Middle Paleolithic;Mousterian - Eurasia;63
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Interface Unit G1/G3 Archaeological Assemblage;14;raw material, typology, technology;27800#36180;49100#49000;Unit G1#Unit G3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;135
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Unit Interface Unit G2/G3 Archaeological Assemblage;15;raw material, typology, technology;27800#36180;49000#49000;Unit G2#Unit G3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;8
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Unit G2 Archaeological Assemblage;16;raw material, typology, technology;27800;49000;Unit G2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;13
Vindija;Croatia;Europe;Southern Europe;cave;16.08;46.302;Vindija Unit G3 Archaeological Assemblage;17;organic tools, raw material, technology, typology;36180;49000;Unit G3;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;355
Walou;Belgium;Europe;Western Europe;cave;5.696;50.591;Walou CI-8 Archaeological Assemblage;2;raw material, technology, typology;42000;85700;CI-8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1279
Zaskalnaya VI;Ukraine;Europe;Eastern Europe;cave;34.66;45.16;Cultural layer IIIa archaeological assemblage;39;organic tools, raw material, technology, typology;30000;42000;layer 7;typology, organic tools, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Zwierzyniec I;Poland;Europe;Central Europe;open air;19.892;50.058;Zwierzyniec I Exc. Chmielewski Levallois-Mousterian assemblage I;1;feature, raw material, technology, typology;40000;350000;Zwierzyniec I layer 3;technology, typology, feature;Middle Paleolithic;Mousterian - Eurasia;132
Zwierzyniec I;Poland;Europe;Central Europe;open air;19.892;50.058;Zwierzyniec I Exc. Chmielewski Levallois-Mousterian assemblage II;2;feature, raw material, technology, typology;40000;350000;Zwierzyniec I layer 2;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;106
Zwierzyniec I;Poland;Europe;Central Europe;open air;19.892;50.058;Zwierzyniec I Exc. Jura Levallois-Mousterian assemblage;6;feature, raw material, technology, typology;40000;350000;Zwierzyniec I point P layer 3;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;57
Zwierzyniec I;Poland;Europe;Central Europe;open air;19.892;50.058;Zwierzyniec I Exc. Jura Mousterian assemblage;8;raw material, technology, typology;32000;350000;Zwierzyniec I Trench J layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;25
