Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Genay - Brèche;France;Europe;Western Europe;open air;4.319;47.535;Mousterian assemblage (Joly);1;human remains, organic tools, raw material, technology, typology;71000#71000;116500#116500;Unit G#Unit I;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;1401
Giganti;Italy;Europe;Southern Europe;cave;18.2;39.9;Giganti Unit 3a finds;1;miscellaneous finds, organic tools, raw material, technology, typology;70000;80000;Unit 3a;organic tools, typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;305
Gorhams Cave;Spain;Europe;Southern Europe;cave;-5.342;36.12;level IV (mousterian);2;feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology;27000;40000;Level IV;typology, miscellaneous finds, technology, feature, symbolic artifacts;Middle Paleolithic;Mousterian - Eurasia;294
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Unit D cut 28-10;1;raw material, typology;110000#110000#110000#110000#110000#110000;130000#130000#130000#130000#130000#130000;Unit D cut 12#Unit D cuts 11-10#Unit D cuts 17-13#Unit D cuts 18-19#Unit D cuts 20-21#Unit D cuts 22-28;typology;Middle Paleolithic;Mousterian - Eurasia;-1
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 6 finds;2;feature, raw material, technology, typology;110000;130000;Layer 6;typology, feature, technology;Middle Paleolithic;Mousterian - Eurasia;36
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 7 finds;3;raw material, technology, typology;110000;130000;Layer 7;typology, technology;Middle Paleolithic;Mousterian - Eurasia;6
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 8 finds;4;feature, raw material, technology, typology;110000;130000;Layer 8;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;92
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 10 finds;5;raw material, technology, typology;124000;146000;Layer 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;13
Grotta Reali;Italy;Europe;Southern Europe;cave;14.04;41.632;Grotta Reali DU 6 SU5 finds;1;feature, organic tools, raw material, technology, typology;48360;50940;DU 6 SU5;typology, feature, organic tools, technology;Middle Paleolithic;Mousterian - Eurasia;2319
Grotta Reali;Italy;Europe;Southern Europe;cave;14.04;41.632;Grotta Reali DU 4 SU2beta gamma;2;raw material, technology, typology;40730;42170;DU 4 SU2beta gamma;typology, technology;Middle Paleolithic;Mousterian - Eurasia;546
Grotta Reali;Italy;Europe;Southern Europe;cave;14.04;41.632;Grotta Reali DU 2 SU2abc;3;raw material, technology, typology;40370;42170;DU 2 SU2abc;technology, typology;Middle Paleolithic;Mousterian - Eurasia;278
Grotta dei Santi;Italy;Europe;Southern Europe;cave;11.18;42.36;Grotta dei Santi Layer 20.2-1004 finds;1;feature, raw material, typology;45000;50000;Layer 20.2-1004;feature, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Grotta dei Santi;Italy;Europe;Southern Europe;cave;11.18;42.36;Grotta dei Santi Layer 20.3.1-150 finds;2;feature, function, raw material, technology, typology;40000;45000;Layer 20.3.1-150;feature, typology, function, technology;Middle Paleolithic;Mousterian - Eurasia;116
Grotta dei Santi;Italy;Europe;Southern Europe;cave;11.18;42.36;Grotta dei Santi Layer 20.3.2-111 finds;3;feature, raw material, typology;40000;45000;Layer 20.3.2-111;feature, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Grotta dei Santi;Italy;Europe;Southern Europe;cave;11.18;42.36;Grotta dei Santi Layer 20.3.2-110 finds;4;raw material, typology;40000;45000;Layer 20.3.2-110;typology;Middle Paleolithic;Mousterian - Eurasia;-1
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;H Moustérien;10;technology, typology;50000;130000;Unit H;technology, typology;Middle Paleolithic;Mousterian - Eurasia;591
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;I Levallois Moustérien;11;technology, typology;50000;130000;Unit I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;5664
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;G Ferrassie Moustérien;9;technology, typology;50000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1432
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer I Archaeological Assemblage;14;raw material, technology, typology;57000;71000;Unit 1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;112
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer II Archaeological Assemblage;2;raw material, technology, typology;102000;116000;Unit 2 upper Layer II;typology, technology;Middle Paleolithic;Mousterian - Eurasia;531
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer III Archaeological Assemblage;3;raw material, technology, typology;116000;130000;Unit 2 upper Layer III;typology, technology;Middle Paleolithic;Mousterian - Eurasia;100
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer IV Archaeological Assemblage;4;animal remains, raw material, technology, typology;103000;143000;Unit 2 lower;technology, typology;Middle Paleolithic;Mousterian - Eurasia;461
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer c Archaeological Assemblage;1;raw material, typology, technology;11780;43000;Unit c;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer m Archaeological Assemblage;10;raw material, typology, technology;71000;116000;Unit m;typology, technology;Middle Paleolithic;Mousterian - Eurasia;31
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer n Archaeological Assemblage;11;raw material, typology, technology;71000;116000;Unit n;typology, technology;Middle Paleolithic;Mousterian - Eurasia;172
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer o Archaeological Assemblage;12;raw material, typology, technology;71000;116000;Unit o;technology, typology;Middle Paleolithic;Mousterian - Eurasia;102
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer p Archaeological Assemblage;13;raw material, typology, technology;71000;116000;Unit p;typology, technology;Middle Paleolithic;Mousterian - Eurasia;57
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer q Archaeological Assemblage;14;raw material, typology, technology;71000#71000;116000#116000;Unit q#Unit q prime;typology, technology;Middle Paleolithic;Mousterian - Eurasia;27
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer r Archaeological Assemblage;15;raw material, typology, technology;71000#71000;116000#116000;Unit r#Unit r prime;typology, technology;Middle Paleolithic;Mousterian - Eurasia;55
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer t Archaeological Assemblage;16;raw material, typology, technology;71000;116000;Unit t;technology, typology;Middle Paleolithic;Mousterian - Eurasia;25
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer u Archaeological Assemblage;17;raw material, typology, technology;116000;126000;Unit u;typology, technology;Middle Paleolithic;Mousterian - Eurasia;214
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer e Archaeological Assemblage;2;raw material, typology, technology;11780;43000;Unit e;technology, typology;Middle Paleolithic;Mousterian - Eurasia;11
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer f Archaeological Assemblage;3;raw material, typology, technology;37250;43000;Unit f;technology, typology;Middle Paleolithic;Mousterian - Eurasia;35
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer g Archaeological Assemblage;4;raw material, typology, technology;37250;116000;Unit g;technology, typology;Middle Paleolithic;Mousterian - Eurasia;701
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer h Archaeological Assemblage;5;raw material, typology, technology;37250;116000;Unit h;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1325
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer i Archaeological Assemblage;6;raw material, typology, technology;37250;116000;Unit i;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1292
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer j Archaeological Assemblage;7;raw material, typology, technology;37250#37250;116000#116000;Unit j#Unit j prime;typology, technology;Middle Paleolithic;Mousterian - Eurasia;533
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer k Archaeological Assemblage;8;raw material, typology, technology;71000;116000;Unit k;technology, typology;Middle Paleolithic;Mousterian - Eurasia;29
Grotte de Saint-Marcel;France;Europe;Western Europe;cave;4.544;44.324;Grotte de Saint-Marcel Layer l Archaeological Assemblage;9;raw material, typology, technology;71000;116000;Unit l;technology, typology;Middle Paleolithic;Mousterian - Eurasia;422
Grotte des Cedres;France;Europe;Western Europe;cave;5.734;43.32;Grotte des Cedres Archaeological Assemblage;1;raw material, typology, technology, organic tools;126000#126000#126000;300000#300000#300000;Unit 6#Unit II#Unit III;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;104
Grotte des Ramandils;France;Europe;Western Europe;cave;3.038;42.998;Grotte des Ramandils Unit I Archaeological Assemblage;1;raw material, technology, typology;71000;83000;Unit I;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3147
Grotte des Ramandils;France;Europe;Western Europe;cave;3.038;42.998;Grotte des Ramandils Unit II Archaeological Assemblage;2;raw material, technology, typology;71000;86000;Unit II;technology, typology;Middle Paleolithic;Mousterian - Eurasia;15832
Grotte des Ramandils;France;Europe;Western Europe;cave;3.038;42.998;Grotte des Ramandils Unit III Archaeological Assemblage;3;raw material, technology, typology;72000;86000;Unit III;typology, technology;Middle Paleolithic;Mousterian - Eurasia;5715
Grotte des Ramandils;France;Europe;Western Europe;cave;3.038;42.998;Grotte des Ramandils Unit IV Archaeological Assemblage;4;raw material, technology, typology;72000;101000;Unit IV;technology, typology;Middle Paleolithic;Mousterian - Eurasia;3004
Grotte des Ramandils;France;Europe;Western Europe;cave;3.038;42.998;Grotte des Ramandils Unit V Archaeological Assemblage;5;raw material, technology, typology;87000;101000;Unit V;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2296
Grotte du Figuier;France;Europe;Western Europe;cave;4.547;44.32;Mousterian layer 1 (old excavation);5;raw material, technology, typology;57000;130000;Unit j;typology, technology;Middle Paleolithic;Mousterian - Eurasia;898
Grotte du Noisetier;France;Europe;Western Europe;cave;0.371;42.928;Grotte du Noisetier Archaeological Assemblage;1;organic tools, raw material, technology, typology;29000;57000;Geological Horizon;typology, technology, organic tools;Middle Paleolithic;Mousterian - Eurasia;710
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH II assemblage;10;feature, organic tools, raw material, technology, typology;60000;110000;GH 2;organic tools, technology, feature, typology;Middle Paleolithic;Mousterian - Eurasia;1000
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH VIII assemblage;4;technology, typology;60000;110000;GH 8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH VII assemblage;5;raw material, technology, typology;60000;110000;GH 7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH VI assemblage;6;raw material, technology, typology;60000;110000;GH 6;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH V assemblage;7;raw material, technology, typology;60000;110000;GH 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH IV assemblage;8;raw material, technology, typology;60000;110000;GH 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Große Grotte;Germany;Europe;Central Europe;cave;9.801;48.405;Große Grotte AH III assemblage;9;raw material, technology, typology;60000;110000;GH 3;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Gudenushöhle;Austria;Europe;Central Europe;cave;15.396;48.447;Gudenushöhle_Mousterian assemblage;2;raw material, technology, typology;40000;350000;Gudenushöhle_layer 5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;65
Hadzi Prodanova;Serbia;Europe;Southern Europe;cave;20.21;43.62;Hadzi Prodanova Layer 5 finds;2;raw material, technology, typology;42000;49900;Layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Hallera Av. site;Poland;Europe;Central Europe;open air;16.995;51.09;Hallera Av. site Lower horizon assemblage;1;function, raw material, technology, typology;49900#49900;115000#115000;Hallera Av. site Complex A#Hallera Av. site Complex B;function, technology, typology;Middle Paleolithic;Mousterian - Eurasia;2060
Hauteroche;France;Europe;Western Europe;rock shelter;-0.074;45.594;Hauteroche Exc. Pradel Unit 1 Archaeological Assemblage;2;miscellaneous finds, organic tools, raw material, technology, typology;30000;300000;Exc. Pradel Unit 1;organic tools, typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;415
Hohlenstein-Stadel;Germany;Europe;Central Europe;cave;10.173;48.549;Wetzel 1935-1961 Mousterian assemblage;1;feature, raw material, technology, typology;39510#45975;48000#350000;GH g#GH k;technology, feature, typology;Middle Paleolithic;Mousterian - Eurasia;1358
Horka-Ondrej;Slovakia;Europe;Central Europe;open air;20.389;49.022;Horka-Ondrej Area A Archaeological Assemblage;1;raw material, typology, technology;71000#71000#71000#71000#71000#71000;116000#116000#116000#116000#116000#116000;Area A Unit B#Area A Unit C#Area A Unit D#Area A Unit E#Area A Unit F#Area A Unit G;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4088
Horka-Ondrej;Slovakia;Europe;Central Europe;open air;20.389;49.022;Horka-Ondrej Area D Archaeological Assemblage;3;raw material, typology, technology;116000#130000;158000#158000;Area D Loose Travertine#Area D Bedded Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;89
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase Vc Archaeological Assemblage;1;raw material, technology, typology;29000;71000;W II Phase Vc;technology, typology;Middle Paleolithic;Mousterian - Eurasia;294
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase Vb Archaeological Assemblage;2;raw material, technology, typology;29000;71000;W II Phase Vb;typology, technology;Middle Paleolithic;Mousterian - Eurasia;228
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase Vb-a Archaeological Assemblage;3;raw material, technology, typology;29000#29000;71000#71000;W II Phase Va#W II Phase Vb;technology, typology;Middle Paleolithic;Mousterian - Eurasia;128
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase Va Archaeological Assemblage;4;raw material, technology, typology;29000;71000;W II Phase Va;typology, technology;Middle Paleolithic;Mousterian - Eurasia;308
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase Va-IVb Archaeological Assemblage;5;raw material, technology, typology;29000#29000;71000#71000;W II Phase IVb#W II Phase Va;technology, typology;Middle Paleolithic;Mousterian - Eurasia;435
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase IVb Archaeological Assemblage;6;raw material, technology, typology;29000;71000;W II Phase IVb;typology, technology;Middle Paleolithic;Mousterian - Eurasia;169
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase IVa Archaeological Assemblage;7;raw material, technology, typology;29000;71000;W II Phase IVa;technology, typology;Middle Paleolithic;Mousterian - Eurasia;119
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus W II Phase I-Vc Archaeological Assemblage;8;raw material, technology, typology;29000#29000#29000#29000#29000#29000#29000#29000;71000#71000#71000#71000#71000#71000#71000#71000;W II Phase I#W II Phase II#W II Phase III#W II Phase IVa#W II Phase IVb#W II Phase Va#W II Phase Vb#W II Phase Vc;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1201
Hortus;France;Europe;Western Europe;cave;3.835;43.794;Hortus Wuerm I Deposits Archaeological Assemblage;9;raw material, technology, typology;71000;116000;W I Deposits;technology, typology;Middle Paleolithic;Mousterian - Eurasia;17
Ilskaya;Russia;Asia;Central Asia;open air;38.553;44.814;Ilskaya cultural layer 1;1;raw material, technology, typology;57000;72000;Unit III;typology, technology;Middle Paleolithic;Mousterian - Eurasia;176
Ilskaya;Russia;Asia;Central Asia;open air;38.553;44.814;Ilskaya cultural layer 2;2;raw material, technology, typology;72000;115000;Unit IV;typology, technology;Middle Paleolithic;Mousterian - Eurasia;310
Ilskaya;Russia;Asia;Central Asia;open air;38.553;44.814;Ilskaya cultural layer 3;3;raw material, technology, typology;72000;115000;Unit IV;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1724
Isturitz;France;Europe;Western Europe;cave;-1.206;43.353;Isturitz Salle de St.-Martin Unit M/SIV Archaeological Assemblage;8;raw material, typology, technology;30000;300000;Salle de St.-Martin Unit M/SIV;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Isturitz;France;Europe;Western Europe;cave;-1.206;43.353;Isturitz Salle de St.-Martin Unit P/SV Archaeological Assemblage;9;raw material, typology, technology;30000;300000;Salle de St.-Martin Unit P/SV;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Kalamakia;Greece;Europe;Southern Europe;cave;22.365;36.677;Kalamakia Unit IV top finds;1;organic tools, raw material, technology, typology;50000;115000;Unit IV top;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;584
Kalamakia;Greece;Europe;Southern Europe;cave;22.365;36.677;Kalamakia Unit III-IV base finds;2;raw material, technology, typology;50000#50000;115000#115000;Unit III#Unit IV base;typology, technology;Middle Paleolithic;Mousterian - Eurasia;542
Karama;Russia;Asia;Central Asia;open air;84.566;51.467;Layer 5_excavation 1;1;raw material, technology, typology;29000;57000;Layer 5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1
Kartstein_kleine Höhle;Germany;Europe;Central Europe;cave;6.659;50.546;Kartstein_kleine Höhle layer 4 assemblage;2;feature, raw material, technology, typology;40000;130000;Kartstein_kleine Höhle layer 4;feature, technology, typology;Middle Paleolithic;Mousterian - Eurasia;15
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer VI finds;10;symbolic artifacts, technology, typology;50000;56500;Layer VI;typology, symbolic artifacts, technology;Middle Paleolithic;Mousterian - Eurasia;3073
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer VII finds;11;feature, raw material, symbolic artifacts, technology, typology;50000;56500;Layer VII;feature, symbolic artifacts, typology, technology;Middle Paleolithic;Mousterian - Eurasia;2515
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer VIIa finds;12;raw material, technology, typology;50000;56500;Layer VIIa;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2479
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer VIII finds;13;feature, raw material, technology, typology;50000;56500;Layer VIII;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;2948
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer X finds;14;raw material, technology, typology;50000;56500;Layer X;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2596
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XIb finds;15;technology, typology;50000;56500;Layer XIb;typology, technology;Middle Paleolithic;Mousterian - Eurasia;533
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XII finds;16;technology, typology;50000;56500;Layer XII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;424
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XIII finds;17;technology, typology;50000;56500;Layer XIII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;423
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XIV finds;18;technology, typology;60000;64000;Layer XIV;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1600
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XV finds;19;technology, typology;60000;64000;Layer XV;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1471
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XVI finds;20;technology, typology;60000;64000;Layer XVI;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2793
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XVII finds;21;technology, typology;60000;64000;Layer XVII;technology, typology;Middle Paleolithic;Mousterian - Eurasia;3214
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XVIII finds;22;technology, typology;60000;66000;Layer XVIII;technology, typology;Middle Paleolithic;Mousterian - Eurasia;10834
Klissoura 1;Greece;Europe;Southern Europe;cave;22.808;37.69;Klissoura 1 Layer XIX finds;23;technology, typology;60000;66000;Layer XIX;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3019
Korman IV;Ukraine;Europe;Eastern Europe;river terrace;27.186;48.577;Cultural layer 9 archaeological assemblage;12;technology, typology;40000;350000;Layer 16;technology, typology;Middle Paleolithic;Mousterian - Eurasia;15
Korman IV;Ukraine;Europe;Eastern Europe;river terrace;27.186;48.577;Cultural layer 10 archaeological assemblage;13;technology, typology;40000;350000;Layer 17;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7
Korman IV;Ukraine;Europe;Eastern Europe;river terrace;27.186;48.577;Cultural layer 11 archaeological assemblage;14;technology, typology;42770;46450;Layer 19;technology, typology;Middle Paleolithic;Mousterian - Eurasia;64
Korman IV;Ukraine;Europe;Eastern Europe;river terrace;27.186;48.577;Cultural layer 12 archaeological assemblage;15;technology, typology;40000;350000;Layer 20;technology, typology;Middle Paleolithic;Mousterian - Eurasia;219
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex I archaeological assemblage;1;raw material, technology, typology;29000#29000;41000#68000;Layer 3#Layer 4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;400
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex II archaeological assemblage;3;raw material, technology, typology;29000;68000;Layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3362
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex IIa archaeological assemblage;4;raw material, technology, typology;29000;68000;Layer 6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;16000
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex III archaeological assemblage;5;raw material, technology, typology;52000#130000;170000#170000;Layer 7#Layer 8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2757
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex IV archaeological assemblage;6;raw material, technology, typology;52000#130000;170000#170000;Layer 7#Layer 8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Korolevo;Ukraine;Europe;Eastern Europe;open air;23.167;48.173;Korolevo I, Cultural-chronological complex IVa archeological assemblage;7;raw material, technology, typology;52000#130000;170000#170000;Layer 7#Layer 8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Krapina;Croatia;Europe;Southern Europe;rock shelter;15.863;46.166;Krapina Layer 1-9 Archaeological Assemblage;1;miscellaneous finds, raw material, symbolic artifacts, technology, typology;120000#120000#120000#120000#120000#120000#120000#120000#120000;140000#140000#140000#140000#140000#140000#140000#140000#140000;Complex II Unit c1#Complex II Unit c2#Complex II Unit c3#Complex II Unit c4#Complex II Unit c5#Complex II Unit c6#Complex II Unit c7#Complex II Unit c8#Complex II Unit c9;symbolic artifacts, typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;1191
Ksiecia Jozefa;Poland;Europe;Central Europe;open air;19.904;50.05;Ksiecia Jozefa layer III assemblage;1;feature, raw material, technology, typology;43000;45800;Ksiecia Jozefa Member III-2;feature, technology, typology;Middle Paleolithic;Mousterian - Eurasia;22362
Königsaue;Germany;Europe;Central Europe;open air;11.394;51.818;Königsaue level B assemblage;5;feature, miscellaneous finds, raw material, technology, typology;45000;90000;Königsaue layer Ib;technology, typology, feature, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;3991
La Borde;France;Europe;Western Europe;collapsed cave;1.851;44.623;La Borde Unit IIIb Archaeological Assemblage;1;raw material, technology, typology;116000;243000;Unit IIIb;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2814
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 8 Archaeological Assemblage;37;raw material, technology, typology;91000#91000#91000#91000;116000#116000#116000#116000;Unit 8a#Unit 8b#Unit 8c#Unit 8d;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1894
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 8 prime Archaeological Assemblage;38;raw material, technology, typology;91000;116000;Unit 8 prime;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1826
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 9 Archaeological Assemblage;39;raw material, technology, typology;91000;116000;Unit 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4129
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 10 Archaeological Assemblage;40;raw material, technology, typology;91000;116000;Unit 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1204
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 48/49 Archaeological Assemblage;14;raw material, technology, typology;126000#126000;287000#287000;Unit 48#Unit 49;typology, technology;Middle Paleolithic;Mousterian - Eurasia;54
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 50 Archaeological Assemblage;15;raw material, technology, typology;126000;287000;Unit 50;technology, typology;Middle Paleolithic;Mousterian - Eurasia;127
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 51 Archaeological Assemblage;16;raw material, technology, typology;126000;287000;Unit 51;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1517
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 52 Archaeological Assemblage;17;raw material, technology, typology;126000;287000;Unit 52;technology, typology;Middle Paleolithic;Mousterian - Eurasia;791
