"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","longitude","latitude","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae","meanage","sdage","millenium","bio01","bio05","bio06","bio10","bio11","bio12","bio19","npp","biome","centrank","Suit"
"La Ferrassie_Grand Abri","La Ferrassie_Grand Abri Unit B new layer 3 fauna","Peyrony Unit B","France","rock shelter",0.938124,44.951776,"",41800,78800,"archaeological (cultural) stratigraphy, OSL (optically stimulated thermoluminescence) dating","",102,NA,NA,53563,1,54000,8.48123168945312,13.5425615310669,4.21612691879272,15.5791959762573,2.3099410533905,768.818542480469,673.389709472656,385.386322021484,11.0369129180908,250,0.704344698682946
"La Ferrassie_Grand Abri","La Ferrassie_Grand Abri Unit A fauna","Peyrony Unit A","France","rock shelter",0.938124,44.951776,"MP/ Mousterian of Acheulean Tradition",58500,100300,"archaeological (cultural) stratigraphy, OSL (optically stimulated thermoluminescence) dating","",65,NA,NA,75436,1,75000,9.328537940979,11.880199432373,5.82451391220093,15.4997911453247,3.83575654029846,789.810607910156,710.226440429688,462.528167724609,6,449,0.688110074318631
"La Quina - Amont","La Quina, Hominid 5","Unit L","France","collapsed shelter",0.293622,45.507384,"MP/ Mousterian - Eurasia",60000,71000,"archaeological (cultural) stratigraphy, geology, stratigraphy","45019",NA,NA,NA,55600,1,56000,7.5048131942749,12.1166191101074,3.52300643920898,14.142804145813,1.76535189151764,741.19677734375,621.850219726562,333.700347900391,14.5554056167603,311,0.692448448609055
"Lezetxiki","Lezetxiki Unit VII human remains","Unit VII","Spain","cave",-2.52917,43.079221,"MP/ Mousterian - Eurasia",126000,300000,"large mammal biostratigraphy, geology, U series (uranium-thorium) dating, ESR (electron spin resonance) dating","6",NA,NA,NA,121454,0.918270495,121000,11.0199251174927,16.0319137573242,6.53567934036255,18.6404209136963,5.33377599716187,992.021118164062,631.775817871094,507.589477539062,11.6959066390991,887,0.642761321359617
"Mezmaiskaya Cave","Mezmaiskaya Cave layer 3 fauna","Layer 3","Russia","cave",40,44.166,"MP/ Middle Paleolithic - Eurasia",60000,70000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","4",592,378,NA,65470,1,65000,2.15266799926758,7.25932884216309,-4.80607748031616,12.1540288925171,-9.8303108215332,1035.08081054688,717.688598632812,589.329650878906,9.30139446258545,2428,0.388760552669652
"Moula Guercy","Moula-Guercy layer IV fauna","Layer IV","France","cave",4.8563889,44.876667,"MP/ Middle Paleolithic - Eurasia",50000,72000,"14C (radiocarbon) dating, biostratigraphy","45019",NA,NA,NA,52000,0.5,52000,6.45008420944214,10.8550844192505,2.63854956626892,14.4590930938721,-0.658790707588196,1039.96752929688,945.832946777344,449.233337402344,6.8796181678772,817,0.652069124529133
"Moula Guercy","Moula-Guercy layer V-VII fauna","Layer VI","France","cave",4.8563889,44.876667,"",60000,84000,"TL (thermoluminescence) dating","4",NA,NA,NA,72000,0.999992658,72000,6.93185806274414,7.68428182601929,4.15647554397583,13.0449857711792,0.757085204124451,1002.81225585938,942.036865234375,437.383117675781,13.0369453430176,489,0.681596628699291
"Nahal Mahanayeem Outlet","NMO, Layer 4, Fauna","Unit 4","Israel","open air",35.6309,33.0267,"MP/ Mousterian - Levant",47000,77000,"OSL (optically stimulated thermoluminescence) dating","",100,NA,NA,64495,1,64000,11.5689725875854,18.8217506408691,5.11463832855225,19.7091083526611,3.46092009544373,662.2744140625,0,94.6972351074219,14.8317584991455,1272,0.526773319312542
"Neumark-Nord 1","NN1 layer 2 micromammals","layer 2","Germany","open air",11.898889,51.324444,"",116000,130000,"fauna, geology","5e",1,1,NA,140504,0.999999325,141000,1.17130839824677,4.81168985366821,-4.08216762542725,10.2958450317383,-8.05128574371338,346.470550537109,154.313400268555,243.717407226562,10,7408,0.0810642924201246
"Neumark-Nord 1","NN1 layer 6.1 micromammals","layer 6.1","Germany","open air",11.898889,51.324444,"MP/ Middle Paleolithic - Eurasia",116000,130000,"fauna, geology, macrobotanical remains, palynology","5e",61,58,NA,132000,0.999999993,132000,3.41123342514038,11.6955060958862,-4.15587568283081,15.1781902313232,-8.2454833984375,381.047760009766,126.061836242676,364.467102050781,13.0052690505981,7336,0.173347291994072
"Neumark-Nord 2","NN2/2A large mammal fauna","3.1","Germany","open air",11.902831,51.324214,"MP/ Middle Paleolithic - Eurasia",114000,138000,"TL (thermoluminescence) dating, fauna, geology, palynology, small mammal biostratigraphy","5e",NA,NA,NA,126000,1,126000,8.60194492340088,17.8586902618408,3.86399602890015,20.0871753692627,-0.879414021968842,466.132568359375,252.636352539062,477.214721679688,6,5055,0.364899202001239
"Neumark-Nord 2","NN2/2B large mammal fauna","2.3","Germany","open air",11.902831,51.324214,"MP/ Middle Paleolithic - Eurasia",102000,133000,"TL (thermoluminescence) dating, fauna, geology, macrobotanical remains, palynology, small mammal biostratigraphy","5e",NA,NA,NA,120301,1,120000,9.02966690063477,12.0301160812378,6.58246850967407,17.0220394134521,1.93003571033478,474.819152832031,359.997009277344,441.044647216797,6,5650,0.39306924080811
"Neumark-Nord 2","NN2/2B large mammal fauna","2.5","Germany","open air",11.902831,51.324214,"MP/ Middle Paleolithic - Eurasia",94000,149000,"TL (thermoluminescence) dating, fauna, geology, macrobotanical remains, palynology, small mammal biostratigraphy","5e",NA,NA,NA,131474,0.999999822,131000,4.88903188705444,13.8128786087036,-2.29977798461914,16.8306217193604,-6.54898643493652,406.695281982422,151.070785522461,403.291931152344,7,6810,0.243086353694642
"Ortvale Klde","Ortvale Klde Layer 10 fauna","Layer 10","Georgia","rock shelter",43.260541,42.313986,"MP/ Mousterian - Eurasia",48651,54016,"TL (thermoluminescence) dating, stratigraphy","",NA,NA,NA,50138,0.999999068,50000,5.50893831253052,10.7772607803345,-1.23411691188812,15.4227447509766,-6.44008922576904,890.666198730469,521.442932128906,448.830993652344,4.520911693573,584,0.670365110390974
"Payre","Payre unit D large mammals","Unit D1","France","rock shelter",4.736327,44.733977,"MP/ Middle Paleolithic - Eurasia",115000,178000,"small mammal biostratigraphy, U series (uranium-thorium) dating, large mammal biostratigraphy, ESR (electron spin resonance) dating","45082",1118,13,NA,141032,0.89409804,141000,4.78969383239746,4.9230055809021,2.46576118469238,10.8146619796753,-0.821784675121307,1088.40112304688,962.294860839844,310.103332519531,8.19891452789307,1164,0.600298446169796
"Pech de l Azé II","Pech de l Aze II Layer 4D Fauna","Layer 4D","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",74800,112100,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","",NA,NA,NA,105300,1,105000,8.200270652771,14.7290239334106,3.45973110198975,16.2847843170166,1.53499865531921,688.68212890625,472.060180664062,368.693359375,15,513,0.66275112974911
"Pech de l Azé II","Pech de l Aze II Layer 4B Fauna","Layer 4B","France","cave",1.252997,44.858736,"MP/ Denticulate Mousterian",74800,95800,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","",NA,NA,NA,83883,1,84000,9.10894107818604,16.2307453155518,3.82074546813965,17.5747394561768,1.94929504394531,707.097045898438,486.440307617188,402.559906005859,15,534,0.668547231421091
"Pech de l Azé II","Pech de l Aze II Layer 4A1 Fauna","Layer 4A","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",53700,87000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","",NA,NA,NA,78866,0.999999684,79000,8.08759498596191,12.5257415771484,4.21101331710815,14.8244247436523,2.2506856918335,738.969848632812,622.749206542969,370.418060302734,11.0369129180908,309,0.692215330096752
"Pech de l Azé II","Pech de l Aze II Layer 3 Fauna","Layer 3","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",56000,72000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","",NA,NA,NA,61757,0.999894726,62000,5.99406909942627,9.75477886199951,1.98733532428741,12.2986783981323,0.180503576993942,687.841247558594,607.9326171875,261.373962402344,6.32734251022339,582,0.630002967731594
"Pech de l Azé II","Pech de l Aze II Layer 2G1 Fauna","Layer 2G1","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",55100,69500,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","",NA,NA,NA,64039,0.999994557,64000,5.36074209213257,8.05627155303955,1.6097731590271,10.9988842010498,-0.163776725530624,685.939453125,632.584594726562,78.6910171508789,14,1296,0.523592743891084
"Pech de l Azé II","Pech de l Aze II Layer 2F to 1 Fauna","Layer 1","France","cave",1.252997,44.858736,"",0,59000,"geology, stratigraphy","",NA,NA,NA,56031,0.999999994,56000,7.38699007034302,12.1771593093872,3.28976631164551,14.3022441864014,1.40701651573181,742.477172851562,651.146850585938,330.61181640625,13.5251750946045,314,0.692005092276719
"Pech de l Azé II","Pech de l Aze II Layer 2F to 1 Fauna","Layer 2E","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","",NA,NA,NA,56676,0.999999995,57000,7.51506900787354,12.4758682250977,3.32293295860291,14.5513172149658,1.43825590610504,733.08642578125,622.736938476562,337.306762695312,14.7139434814453,332,0.688261892465164
"Pech de l Azé II","Pech de l Aze II Layer 2F to 1 Fauna","Layer 2F","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","",NA,NA,NA,54318,0.999999992,54000,8.48123168945312,13.5425615310669,4.21612691879272,15.5791959762573,2.3099410533905,768.818542480469,673.389709472656,385.386322021484,11.0369129180908,250,0.704344698682946
"Pech de l Azé II","Pech de l Aze II Layer 4C Fauna","Layer 4C","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",74800,95800,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating, stratigraphy","",NA,NA,NA,71114,0.99999336,71000,7.92452192306519,9.03963851928711,4.59938812255859,12.9201717376709,2.71484231948853,771.704711914062,705.06298828125,373.285614013672,5.74951505661011,202,0.705401932870504
"Pech de l Azé II","Pech de l Aze II Layer 5 Fauna","Layer 5","France","cave",1.252997,44.858736,"",128000,146000,"ESR (electron spin resonance) dating","",NA,NA,NA,144773,0.949756324,145000,6.16308403015137,8.3090648651123,3.24402523040771,11.8014898300171,1.30896806716919,754.588500976562,680.350341796875,267.412902832031,9.62205028533936,288,0.674651449434963
"Quneitra","Quneitra, Fauna","Unit 3","Israel","open air",35.816278,33.128351,"MP/ Mousterian - Levant",48000,59800,"ESR (electron spin resonance) dating","3",99,NA,NA,53900,0.999999995,54000,13.5811548233032,21.03005027771,7.06941413879395,21.9555130004883,5.44410753250122,641.073120117188,0,131.392425537109,19.8336486816406,3161,0.454887961709772
"Riparo del Poggio","Riparo del Poggio Layer 17 fauna","Unit 17","Italy","hill slope",15.387452,39.997665,"MP/ Mousterian - Eurasia",102800,120800,"TL (thermoluminescence) dating","5",3,NA,NA,111800,1,112000,9.94193744659424,12.335732460022,6.39946794509888,17.2797966003418,3.14485311508179,651.077819824219,404.594848632812,362.675933837891,-1333801216,866,0.62736203045202
"Roc de Marsal","Roc de Marsal 1","Layer 5","France","cave",0.977979,44.89517,"MP/ Mousterian - Eurasia",46900,81200,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy, geology","4",NA,NA,NA,76505,1,77000,8.60793209075928,11.9461088180542,5.03444671630859,15.0255889892578,3.05045437812805,767.517822265625,677.9453125,399.27783203125,6,248,0.701207307630911
"Sainte-Anne I","Sainte-Anne I Layer J1 fauna","Unit J1","France","cave",3.83552,45.071273,"MP/ Middle Paleolithic - Eurasia",126000,190000,"geology, large mammal biostratigraphy, ESR (electron spin resonance) dating, U series (uranium-thorium) dating","6",119,NA,NA,91550,0.950926875,92000,5.65944051742554,8.77332592010498,1.60102188587189,12.3596477508545,-1.12667787075043,1069.41967773438,938.623413085938,412.999053955078,6.15671491622925,1152,0.628088216072065
"Scladina","Scladina human remains 1","unit 4A-CHE","Belgium","cave",5.0263,50.4855,"",57000,126000,"U series (uranium-thorium) dating","45050",NA,NA,NA,127000,0.933733319,127000,8.72847175598145,18.4914112091064,2.6982524394989,19.5395412445068,-0.204893752932549,811.242065429688,680.093017578125,507.769317626953,6,422,0.67539634486308
"Scladina","Scladina unit 5 fauna","unit 5","Belgium","cave",5.0263,50.4855,"MP/ Middle Paleolithic - Eurasia",71000,126000,"TL (thermoluminescence) dating","5",NA,NA,NA,130000,0.999767374,130000,6.70474624633789,16.2117176055908,-0.371301382780075,17.6410312652588,-3.06232810020447,782.267822265625,649.71875,468.261016845703,7,559,0.669050656060561
"Stuttgart-Unterturkheim","Stuttgart Untertuerkheim Biedermann Cave Fauna","Upper Travertine","Germany","open air",9.244974,48.790701,"MP/ Mousterian - Eurasia",93000,109000,"geology, small mammal biostratigraphy, U series (uranium-thorium) dating","5c",253,13,NA,105500,1,106000,5.6640477180481,13.7269773483276,0.617389976978302,16.0838050842285,-3.51874589920044,603.979248046875,362.788909912109,479.789154052734,7.09948635101318,2092,0.508210431261991
"Stuttgart-Unterturkheim","Stuttgart Untertuerkheim Lower Travertine Calcified Tree Stump S1 Fauna","Lower Travertine","Germany","open air",9.244974,48.790701,"MP/ Mousterian - Eurasia",116000,130000,"U series (uranium-thorium) dating, geology, palynology, small mammal biostratigraphy","5e",487,20,11,106588,0.999532647,107000,4.03254270553589,11.5872859954834,-1.20300006866455,14.235502243042,-5.21562719345093,563.197021484375,296.899169921875,428.319366455078,8.13547420501709,2718,0.422023874062681
"Tönchesberg 1","Tönchesberg 1 fauna IA (lower lava loess)","loess with lava 1","Germany","open air",7.359886,50.368036,"MP/ Middle Paleolithic - Eurasia",110000,141000,"TL (thermoluminescence) dating","5e",60,NA,NA,121000,1,121000,9.63444805145264,13.6177473068237,7.05047750473022,17.4997978210449,2.95792865753174,828.40087890625,675.236145019531,484.195709228516,6,304,0.687061135652457
"Tönchesberg 1","Tönchesberg 1 fauna 1B","loess with volcanic ash","Germany","open air",7.359886,50.368036,"MP/ Middle Paleolithic - Eurasia",60000,72000,"TL (thermoluminescence) dating","4",114,NA,NA,66000,1,66000,0.768571078777313,4.62374877929688,-4.20001268386841,8.85531616210938,-7.5762825012207,645.780029296875,465.372100830078,243.649826049805,10,3020,0.331093435776026
"Tönchesberg 2","Tönchesberg 2 Tö2D fauna","loess 3","Germany","open air",7.361494,50.368086,"MP/ Middle Paleolithic - Eurasia",105000,123000,"TL (thermoluminescence) dating","5d",16,NA,NA,114000,1,114000,6.45383214950562,7.81822395324707,2.54689002037048,12.7123346328735,-1.08280527591705,746.255126953125,640.977111816406,391.085021972656,6.22407484054565,496,0.673336617185347
